relacaoAreaAtuacao
0735298552666402;0846763436344325;
0735298552666402;2487554612123446;
0735298552666402;9127577198387019;
0735298552666402;9394611354094820;
0735298552666402;9037224811267705;
0735298552666402;5293684092572886;
0735298552666402;7907503278098258;
0735298552666402;3987091765361506;
0846763436344325;9037224811267705;
0846763436344325;5293684092572886;
0846763436344325;2487554612123446;
0735298552666402;0846763436344325;
0846763436344325;9394611354094820;
0846763436344325;9127577198387019;
0846763436344325;3987091765361506;
0846763436344325;7907503278098258;
2487554612123446;9127577198387019;
0846763436344325;2487554612123446;
2487554612123446;5293684092572886;
2487554612123446;3987091765361506;
2487554612123446;7907503278098258;
2487554612123446;9037224811267705;
2487554612123446;9394611354094820;
0735298552666402;2487554612123446;
3987091765361506;7907503278098258;
3987091765361506;5293684092572886;
0735298552666402;3987091765361506;
3987091765361506;9394611354094820;
3987091765361506;9037224811267705;
0846763436344325;3987091765361506;
3987091765361506;9127577198387019;
2487554612123446;3987091765361506;
5293684092572886;7907503278098258;
5293684092572886;9037224811267705;
0846763436344325;5293684092572886;
3987091765361506;5293684092572886;
5293684092572886;9394611354094820;
5293684092572886;9127577198387019;
0735298552666402;5293684092572886;
2487554612123446;5293684092572886;
0846763436344325;7907503278098258;
2487554612123446;7907503278098258;
7907503278098258;9127577198387019;
7907503278098258;9037224811267705;
3987091765361506;7907503278098258;
7907503278098258;9394611354094820;
5293684092572886;7907503278098258;
0735298552666402;7907503278098258;
9037224811267705;9127577198387019;
2487554612123446;9037224811267705;
0735298552666402;9037224811267705;
9037224811267705;9394611354094820;
7907503278098258;9037224811267705;
3987091765361506;9037224811267705;
5293684092572886;9037224811267705;
0846763436344325;9037224811267705;
9127577198387019;9394611354094820;
9037224811267705;9127577198387019;
0846763436344325;9127577198387019;
3987091765361506;9127577198387019;
7907503278098258;9127577198387019;
0735298552666402;9127577198387019;
2487554612123446;9127577198387019;
5293684092572886;9127577198387019;
0846763436344325;9394611354094820;
3987091765361506;9394611354094820;
7907503278098258;9394611354094820;
5293684092572886;9394611354094820;
2487554612123446;9394611354094820;
0735298552666402;9394611354094820;
9037224811267705;9394611354094820;
9127577198387019;9394611354094820;
relacaoAreaConhecimento
0735298552666402;9394611354094820;
0735298552666402;9127577198387019;
0735298552666402;0846763436344325;
0735298552666402;3987091765361506;
0735298552666402;9037224811267705;
0735298552666402;7907503278098258;
0735298552666402;5293684092572886;
0846763436344325;7907503278098258;
0846763436344325;9127577198387019;
0735298552666402;0846763436344325;
0846763436344325;9394611354094820;
0846763436344325;9037224811267705;
0846763436344325;3987091765361506;
0846763436344325;5293684092572886;
2487554612123446;9127577198387019;
0735298552666402;3987091765361506;
3987091765361506;9394611354094820;
3987091765361506;9127577198387019;
0846763436344325;3987091765361506;
3987091765361506;9037224811267705;
3987091765361506;5293684092572886;
3987091765361506;7907503278098258;
5293684092572886;7907503278098258;
0735298552666402;5293684092572886;
5293684092572886;9394611354094820;
3987091765361506;5293684092572886;
5293684092572886;9037224811267705;
5293684092572886;9127577198387019;
0846763436344325;5293684092572886;
0846763436344325;7907503278098258;
0735298552666402;7907503278098258;
7907503278098258;9037224811267705;
7907503278098258;9127577198387019;
5293684092572886;7907503278098258;
7907503278098258;9394611354094820;
3987091765361506;7907503278098258;
0735298552666402;9037224811267705;
9037224811267705;9394611354094820;
9037224811267705;9127577198387019;
0846763436344325;9037224811267705;
7907503278098258;9037224811267705;
3987091765361506;9037224811267705;
5293684092572886;9037224811267705;
7907503278098258;9127577198387019;
9037224811267705;9127577198387019;
5293684092572886;9127577198387019;
2487554612123446;9127577198387019;
0735298552666402;9127577198387019;
9127577198387019;9394611354094820;
0846763436344325;9127577198387019;
3987091765361506;9127577198387019;
9037224811267705;9394611354094820;
3987091765361506;9394611354094820;
5293684092572886;9394611354094820;
9127577198387019;9394611354094820;
0846763436344325;9394611354094820;
7907503278098258;9394611354094820;
0735298552666402;9394611354094820;
relacaoBanca
relacaoEspecialidade
0846763436344325;7907503278098258;
0846763436344325;5293684092572886;
3987091765361506;9394611354094820;
3987091765361506;5293684092572886;
3987091765361506;7907503278098258;
0846763436344325;5293684092572886;
5293684092572886;7907503278098258;
3987091765361506;5293684092572886;
0846763436344325;7907503278098258;
7907503278098258;9394611354094820;
3987091765361506;7907503278098258;
5293684092572886;7907503278098258;
3987091765361506;9394611354094820;
7907503278098258;9394611354094820;
relacaoGuia
relacaoProjetoPesquisa
relacaoSubArea
0735298552666402;9037224811267705;
0735298552666402;9127577198387019;
0735298552666402;3987091765361506;
0735298552666402;7907503278098258;
0735298552666402;5293684092572886;
0846763436344325;5293684092572886;
0846763436344325;9127577198387019;
0846763436344325;9394611354094820;
0846763436344325;7907503278098258;
0846763436344325;3987091765361506;
2487554612123446;9127577198387019;
3987091765361506;5293684092572886;
3987091765361506;9037224811267705;
0735298552666402;3987091765361506;
3987091765361506;9394611354094820;
3987091765361506;9127577198387019;
0846763436344325;3987091765361506;
3987091765361506;7907503278098258;
3987091765361506;5293684092572886;
5293684092572886;7907503278098258;
5293684092572886;9037224811267705;
5293684092572886;9127577198387019;
5293684092572886;9394611354094820;
